build_id,axis,tier,push_kind,marker_reachable,solve_rate,xml
easy_031,1push,easy,one_push,1,0.7933,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_402/rb_00075/env.xml
easy_032,1push,easy,one_push,1,0.3036,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00010/env.xml
easy_033,1push,easy,one_push,1,0.3036,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00047/env.xml
easy_034,1push,easy,one_push,0,0.3571,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00021/env.xml
easy_035,1push,easy,one_push,1,0.3636,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00008/env.xml
easy_036,1push,easy,one_push,1,0.5882,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_401/rb_00060/env.xml
easy_037,1push,easy,one_push,1,0.797,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_401/rb_00017/env.xml
easy_038,1push,easy,one_push,1,0.3049,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00069/env.xml
easy_039,1push,easy,one_push,1,0.3043,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00075/env.xml
easy_040,1push,easy,one_push,1,0.3636,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00351/env.xml
easy_041,1push,easy,one_push,1,0.381,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00024/env.xml
easy_042,1push,easy,one_push,1,0.596,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00138/env.xml
easy_043,1push,easy,one_push,1,0.7971,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_406/rb_00045/env.xml
easy_044,1push,easy,one_push,1,0.3063,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_524/rb_00012/env.xml
easy_045,1push,easy,one_push,1,0.3056,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00302/env.xml
easy_046,1push,easy,one_push,1,0.3636,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00036/env.xml
easy_047,1push,easy,one_push,0,0.3846,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00006/env.xml
easy_048,1push,easy,one_push,1,0.6095,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00199/env.xml
easy_049,1push,easy,one_push,1,0.7983,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_410/rb_00045/env.xml
easy_050,1push,easy,one_push,1,0.3099,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00053/env.xml
easy_051,1push,easy,one_push,1,0.3077,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00069/env.xml
easy_052,1push,easy,one_push,1,0.381,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00030/env.xml
easy_053,1push,easy,one_push,1,0.3889,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00352/env.xml
easy_054,1push,easy,one_push,1,0.6111,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_403/rb_00006/env.xml
easy_055,1push,easy,one_push,1,0.8056,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_412/rb_00043/env.xml
easy_056,1push,easy,one_push,0,0.3099,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00071/env.xml
easy_057,1push,easy,one_push,1,0.3088,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00025/env.xml
easy_058,1push,easy,one_push,1,0.3913,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00497/env.xml
easy_059,1push,easy,one_push,1,0.3902,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00012/env.xml
easy_060,1push,easy,one_push,1,0.6174,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00081/env.xml
easy_061,1push,easy,one_push,1,0.8056,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_402/rb_00065/env.xml
easy_062,1push,easy,one_push,1,0.3103,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00089/env.xml
easy_063,1push,easy,one_push,0,0.3115,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00272/env.xml
easy_064,1push,easy,one_push,1,0.4,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00127/env.xml
easy_065,1push,easy,one_push,0,0.4048,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00002/env.xml
easy_066,1push,easy,one_push,1,0.6267,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00106/env.xml
easy_067,1push,easy,one_push,1,0.8077,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00190/env.xml
easy_068,1push,easy,one_push,0,0.3111,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00032/env.xml
easy_069,1push,easy,one_push,0,0.3125,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00005/env.xml
easy_070,1push,easy,one_push,1,0.4182,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00067/env.xml
easy_071,1push,easy,one_push,0,0.4444,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00064/env.xml
easy_072,1push,easy,one_push,1,0.6339,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00159/env.xml
easy_073,1push,easy,one_push,1,0.8087,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_412/rb_00073/env.xml
easy_074,1push,easy,one_push,1,0.3125,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00016/env.xml
easy_075,1push,easy,one_push,1,0.3125,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00102/env.xml
easy_076,1push,easy,one_push,1,0.44,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00041/env.xml
easy_077,1push,easy,one_push,1,0.45,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00075/env.xml
easy_078,1push,easy,one_push,1,0.6356,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_404/rb_00076/env.xml
easy_079,1push,easy,one_push,1,0.8125,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00009/env.xml
easy_080,1push,easy,one_push,1,0.3125,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00168/env.xml
easy_081,1push,easy,one_push,1,0.3133,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00288/env.xml
easy_082,1push,easy,one_push,0,0.4634,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00020/env.xml
easy_083,1push,easy,one_push,0,0.451,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00069/env.xml
easy_084,1push,easy,one_push,1,0.6385,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_410/rb_00049/env.xml
easy_085,1push,easy,one_push,1,0.8133,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00001/env.xml
easy_086,1push,easy,one_push,0,0.3151,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00033/env.xml
easy_087,1push,easy,one_push,1,0.3137,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00001/env.xml
easy_088,1push,easy,one_push,1,0.4839,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00059/env.xml
easy_089,1push,easy,one_push,1,0.5,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00473/env.xml
easy_090,1push,easy,one_push,1,0.64,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00043/env.xml
easy_091,1push,easy,one_push,1,0.8142,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_402/rb_00041/env.xml
easy_092,1push,easy,one_push,1,0.3167,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00048/env.xml
easy_093,1push,easy,one_push,1,0.3137,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00034/env.xml
easy_094,1push,easy,one_push,1,0.5,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00474/env.xml
easy_095,1push,easy,one_push,1,0.5,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00174/env.xml
easy_096,1push,easy,one_push,1,0.641,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00142/env.xml
easy_097,1push,easy,one_push,1,0.8154,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_404/rb_00027/env.xml
easy_098,1push,easy,one_push,1,0.3175,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00218/env.xml
easy_099,1push,easy,one_push,1,0.3143,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00422/env.xml
hard_000,1push,hard,one_push,0,0.0065,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00006/env.xml
hard_001,1push,hard,one_push,1,0.0076,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
hard_002,1push,hard,one_push,0,0.0244,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00019/env.xml
hard_003,1push,hard,one_push,1,0.0303,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00135/env.xml
hard_004,1push,hard,one_push,0,0.0068,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00363/env.xml
hard_005,1push,hard,one_push,1,0.0081,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00492/env.xml
hard_006,1push,hard,one_push,0,0.0333,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00062/env.xml
hard_007,1push,hard,one_push,1,0.0476,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00495/env.xml
hard_008,1push,hard,one_push,1,0.0069,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00162/env.xml
hard_009,1push,hard,one_push,0,0.009,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
hard_010,1push,hard,one_push,0,0.0069,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00055/env.xml
hard_011,1push,hard,one_push,1,0.0095,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00045/env.xml
hard_012,1push,hard,one_push,1,0.007,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00097/env.xml
hard_013,1push,hard,one_push,0,0.0097,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00233/env.xml
hard_014,1push,hard,one_push,1,0.0071,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00027/env.xml
hard_015,1push,hard,one_push,1,0.0112,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00031/env.xml
hard_016,1push,hard,one_push,1,0.0071,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00061/env.xml
hard_017,1push,hard,one_push,0,0.0114,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00078/env.xml
hard_018,1push,hard,one_push,1,0.0072,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00114/env.xml
hard_019,1push,hard,one_push,1,0.0132,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00014/env.xml
hard_020,1push,hard,one_push,1,0.0075,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00071/env.xml
hard_021,1push,hard,one_push,1,0.0133,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00006/env.xml
hard_022,1push,hard,one_push,0,0.0077,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00110/env.xml
hard_023,1push,hard,one_push,1,0.014,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00077/env.xml
hard_024,1push,hard,one_push,1,0.0077,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00249/env.xml
hard_025,1push,hard,one_push,1,0.0143,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00073/env.xml
hard_026,1push,hard,one_push,0,0.0078,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00042/env.xml
hard_027,1push,hard,one_push,1,0.0161,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00026/env.xml
hard_028,1push,hard,one_push,1,0.0081,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00282/env.xml
hard_029,1push,hard,one_push,0,0.0175,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00334/env.xml
hard_030,1push,hard,one_push,0,0.0082,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00008/env.xml
hard_031,1push,hard,one_push,1,0.0182,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00013/env.xml
hard_032,1push,hard,one_push,1,0.0083,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_410/rb_00043/env.xml
hard_033,1push,hard,one_push,0,0.0185,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00029/env.xml
hard_034,1push,hard,one_push,1,0.0098,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_516/rb_00006/env.xml
hard_035,1push,hard,one_push,1,0.0185,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_520/rb_00014/env.xml
hard_036,1push,hard,one_push,0,0.0098,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_522/rb_00017/env.xml
hard_037,1push,hard,one_push,1,0.0192,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00082/env.xml
hard_038,1push,hard,one_push,1,0.012,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00009/env.xml
hard_039,1push,hard,one_push,1,0.02,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00125/env.xml
hard_040,1push,hard,one_push,1,0.0123,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00460/env.xml
hard_041,1push,hard,one_push,0,0.0214,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00020/env.xml
hard_042,1push,hard,one_push,1,0.0133,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00006/env.xml
hard_043,1push,hard,one_push,1,0.0215,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00128/env.xml
hard_044,1push,hard,one_push,0,0.014,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00024/env.xml
hard_045,1push,hard,one_push,1,0.0227,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00070/env.xml
hard_046,1push,hard,one_push,1,0.0143,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00438/env.xml
hard_047,1push,hard,one_push,0,0.0227,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00184/env.xml
hard_048,1push,hard,one_push,0,0.0146,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00010/env.xml
hard_049,1push,hard,one_push,0,0.0229,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00012/env.xml
hard_050,1push,hard,one_push,0,0.015,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00067/env.xml
hard_051,1push,hard,one_push,1,0.0233,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00064/env.xml
hard_052,1push,hard,one_push,1,0.0163,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00016/env.xml
hard_053,1push,hard,one_push,0,0.0234,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00054/env.xml
hard_054,1push,hard,one_push,0,0.0165,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00430/env.xml
hard_055,1push,hard,one_push,1,0.0238,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00055/env.xml
hard_056,1push,hard,one_push,0,0.0168,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00256/env.xml
hard_057,1push,hard,one_push,0,0.027,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_509/rb_00014/env.xml
hard_058,1push,hard,one_push,0,0.0171,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00070/env.xml
hard_059,1push,hard,one_push,1,0.0275,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00066/env.xml
hard_060,1push,hard,one_push,0,0.0189,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00072/env.xml
hard_061,1push,hard,one_push,1,0.0278,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00058/env.xml
hard_062,1push,hard,one_push,1,0.0207,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00179/env.xml
hard_063,1push,hard,one_push,1,0.0286,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00439/env.xml
hard_064,1push,hard,one_push,1,0.0216,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00006/env.xml
hard_065,1push,hard,one_push,1,0.0286,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00083/env.xml
hard_066,1push,hard,one_push,1,0.0217,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_510/rb_00000/env.xml
hard_067,1push,hard,one_push,1,0.0294,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00053/env.xml
hard_068,1push,hard,one_push,1,0.0224,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00282/env.xml
hard_069,1push,hard,one_push,1,0.0317,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00050/env.xml
hard_070,1push,hard,one_push,0,0.0229,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00067/env.xml
hard_071,1push,hard,one_push,1,0.0321,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00027/env.xml
hard_072,1push,hard,one_push,0,0.023,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00246/env.xml
hard_073,1push,hard,one_push,0,0.0331,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00196/env.xml
hard_074,1push,hard,one_push,1,0.0242,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00038/env.xml
hard_075,1push,hard,one_push,1,0.0342,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00023/env.xml
hard_076,1push,hard,one_push,0,0.0244,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00000/env.xml
hard_077,1push,hard,one_push,1,0.0353,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00074/env.xml
hard_078,1push,hard,one_push,1,0.0244,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00062/env.xml
hard_079,1push,hard,one_push,0,0.0355,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00065/env.xml
hard_080,1push,hard,one_push,1,0.0256,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00089/env.xml
hard_081,1push,hard,one_push,0,0.0357,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00041/env.xml
hard_082,1push,hard,one_push,0,0.0256,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00171/env.xml
hard_083,1push,hard,one_push,1,0.0364,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00036/env.xml
hard_084,1push,hard,one_push,0,0.0261,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_515/rb_00010/env.xml
hard_085,1push,hard,one_push,0,0.037,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00009/env.xml
hard_086,1push,hard,one_push,1,0.027,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00366/env.xml
hard_087,1push,hard,one_push,1,0.0373,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00027/env.xml
hard_088,1push,hard,one_push,0,0.0275,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00020/env.xml
hard_089,1push,hard,one_push,1,0.0377,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00148/env.xml
hard_090,1push,hard,one_push,0,0.0275,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00067/env.xml
hard_091,1push,hard,one_push,0,0.0404,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00390/env.xml
hard_092,1push,hard,one_push,1,0.0286,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_601/rb_00010/env.xml
hard_093,1push,hard,one_push,1,0.0417,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00068/env.xml
hard_094,1push,hard,one_push,1,0.0286,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_517/rb_00017/env.xml
hard_095,1push,hard,one_push,1,0.0427,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00007/env.xml
hard_096,1push,hard,one_push,0,0.029,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00070/env.xml
hard_097,1push,hard,one_push,1,0.043,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00152/env.xml
hard_098,1push,hard,one_push,0,0.0312,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00005/env.xml
hard_099,1push,hard,one_push,1,0.045,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00021/env.xml
med_000,1push,med,one_push,1,0.05,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00011/env.xml
med_001,1push,med,one_push,1,0.05,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00061/env.xml
med_002,1push,med,one_push,0,0.0556,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00066/env.xml
med_003,1push,med,one_push,1,0.0577,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00068/env.xml
med_004,1push,med,one_push,1,0.05,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00017/env.xml
med_005,1push,med,one_push,0,0.0517,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00020/env.xml
med_006,1push,med,one_push,1,0.0645,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00111/env.xml
med_007,1push,med,one_push,0,0.0625,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00057/env.xml
med_008,1push,med,one_push,0,0.05,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00094/env.xml
med_009,1push,med,one_push,1,0.0519,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00291/env.xml
med_010,1push,med,one_push,1,0.0667,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00273/env.xml
med_011,1push,med,one_push,0,0.075,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00026/env.xml
med_012,1push,med,one_push,0,0.05,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_501/rb_00005/env.xml
med_013,1push,med,one_push,1,0.0526,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00007/env.xml
med_014,1push,med,one_push,1,0.0741,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00064/env.xml
med_015,1push,med,one_push,1,0.0877,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00176/env.xml
med_016,1push,med,one_push,0,0.0505,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00004/env.xml
med_017,1push,med,one_push,0,0.0548,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00049/env.xml
med_018,1push,med,one_push,1,0.075,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00019/env.xml
