xml,edge,depth,score,offset_cm,offset_frac,face,travel_cm,dyaw_deg,rank,n_cand
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,49,0,0.6737639307975769,2.14,0.2857,short,3.95,-1.89,93,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,53,0,0.6725254654884338,4.29,0.5714,short,3.49,-5.91,94,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,18,2,0.6710252165794373,1.0,0.2857,long,0.0,0.0,95,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,51,0,0.6705968976020813,3.21,0.4286,short,3.92,-2.8,96,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,18,0,0.6704670190811157,1.0,0.2857,long,0.0,0.0,97,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,18,3,0.6682555675506592,1.0,0.2857,long,0.0,0.0,98,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,18,1,0.6670699119567871,1.0,0.2857,long,0.0,0.0,99,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,35,2,0.6653884649276733,5.36,0.7143,short,11.24,34.35,100,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,18,4,0.6648609638214111,1.0,0.2857,long,0.0,0.0,101,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,55,0,0.6640744209289551,5.36,0.7143,short,3.17,-8.22,102,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,57,0,0.6631238460540771,6.43,0.8571,short,2.9,-11.05,103,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,35,1,0.6626327037811279,5.36,0.7143,short,7.5,18.89,104,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,35,3,0.6615728139877319,5.36,0.7143,short,14.24,48.86,105,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,35,0,0.660831868648529,5.36,0.7143,short,3.42,7.32,106,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,59,0,0.6607081294059753,7.5,1.0,short,2.59,-12.52,107,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,35,4,0.6480028629302979,5.36,0.7143,short,15.83,53.4,108,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,55,3,0.608526885509491,5.36,0.7143,short,13.44,-52.56,109,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,20,0,0.5988935232162476,1.5,0.4286,long,0.0,0.0,110,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,20,2,0.5906399488449097,1.5,0.4286,long,0.0,0.0,111,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,20,3,0.5838592052459717,1.5,0.4286,long,0.0,0.0,112,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,20,4,0.5836666226387024,1.5,0.4286,long,0.0,0.0,113,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,20,1,0.5821594595909119,1.5,0.4286,long,0.0,0.0,114,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,57,3,0.5450145602226257,6.43,0.8571,short,11.55,-55.64,115,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,59,3,0.5394426584243774,7.5,1.0,short,0.0,0.0,116,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,55,4,0.5299919843673706,5.36,0.7143,short,0.0,0.0,117,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,57,4,0.5141913890838623,6.43,0.8571,short,0.0,0.0,118,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,22,1,0.5131610631942749,2.0,0.5714,long,0.0,0.0,119,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,22,2,0.5123672485351562,2.0,0.5714,long,0.0,0.0,120,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,22,4,0.511633574962616,2.0,0.5714,long,0.0,0.0,121,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,22,3,0.5108030438423157,2.0,0.5714,long,0.0,0.0,122,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,22,0,0.509095311164856,2.0,0.5714,long,0.0,0.0,123,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,59,4,0.5069532990455627,7.5,1.0,short,0.0,0.0,124,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,24,1,0.505325436592102,2.5,0.7143,long,0.0,0.0,125,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,24,2,0.5050247311592102,2.5,0.7143,long,0.0,0.0,126,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,24,4,0.504729151725769,2.5,0.7143,long,0.0,0.0,127,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,24,3,0.5045125484466553,2.5,0.7143,long,0.0,0.0,128,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,24,0,0.5035812258720398,2.5,0.7143,long,0.0,0.0,129,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,26,1,0.5026773810386658,3.0,0.8571,long,0.0,0.0,130,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,26,2,0.5026195049285889,3.0,0.8571,long,0.0,0.0,131,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,26,4,0.5026122331619263,3.0,0.8571,long,0.0,0.0,132,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,26,3,0.502587616443634,3.0,0.8571,long,0.0,0.0,133,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml,26,0,0.5025050044059753,3.0,0.8571,long,0.0,0.0,134,135
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,37,3,0.7288249135017395,4.29,0.5714,short,10.67,23.27,0,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,39,3,0.7287518978118896,3.21,0.4286,short,11.3,24.47,1,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,43,3,0.7286475896835327,1.07,0.1429,short,11.92,20.49,2,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,51,2,0.7286339402198792,3.21,0.4286,short,10.69,-2.24,3,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,41,3,0.7286326289176941,2.14,0.2857,short,11.59,24.02,4,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,37,2,0.7286045551300049,4.29,0.5714,short,9.52,15.49,5,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,41,4,0.7285215854644775,2.14,0.2857,short,12.61,31.0,6,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,37,4,0.7285140752792358,4.29,0.5714,short,11.54,28.89,7,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,39,4,0.728500247001648,3.21,0.4286,short,12.25,31.3,8,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,49,3,0.7284919619560242,2.14,0.2857,short,11.86,4.06,9,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,39,2,0.7284881472587585,3.21,0.4286,short,10.0,15.81,10,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,49,2,0.728482186794281,2.14,0.2857,short,10.58,0.65,11,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,43,4,0.7284806370735168,1.07,0.1429,short,13.04,27.39,12,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,35,2,0.7284238338470459,5.36,0.7143,short,11.41,40.73,13,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,47,4,0.7284075021743774,1.07,0.1429,short,13.03,14.31,14,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,51,3,0.7283788323402405,3.21,0.4286,short,11.99,-0.91,15,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,51,1,0.7283717393875122,3.21,0.4286,short,8.23,-4.04,16,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,47,3,0.7283069491386414,1.07,0.1429,short,11.9,9.76,17,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,43,2,0.7282590270042419,1.07,0.1429,short,10.49,12.11,18,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,37,1,0.7282505035400391,4.29,0.5714,short,8.06,5.47,19,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,53,1,0.7282326221466064,4.29,0.5714,short,7.94,-10.51,20,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,45,4,0.72822505235672,0.0,0.0,short,13.22,22.49,21,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,39,1,0.7282171249389648,3.21,0.4286,short,8.24,4.01,22,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,45,3,0.7282141447067261,0.0,0.0,short,12.0,15.91,23,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,41,2,0.7282076478004456,2.14,0.2857,short,10.19,14.93,24,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,47,2,0.7281147241592407,1.07,0.1429,short,10.62,4.43,25,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,49,4,0.7281097173690796,2.14,0.2857,short,12.93,6.48,26,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,35,1,0.728088915348053,5.36,0.7143,short,7.57,16.77,27,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,35,3,0.7280018925666809,5.36,0.7143,short,13.93,58.05,28,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,53,2,0.7279803156852722,4.29,0.5714,short,11.25,-13.62,29,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,45,2,0.7279005646705627,0.0,0.0,short,10.59,8.63,30,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,49,1,0.7278788089752197,2.14,0.2857,short,8.49,-2.62,31,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,41,1,0.7276954054832458,2.14,0.2857,short,8.47,3.85,32,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,43,1,0.7276085019111633,1.07,0.1429,short,8.71,1.83,33,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,47,1,0.7276025414466858,1.07,0.1429,short,8.92,-1.34,34,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,45,1,0.727303147315979,0.0,0.0,short,8.96,0.2,35,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,33,2,0.7272451519966125,6.43,0.8571,short,9.66,40.55,36,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,33,1,0.7272242307662964,6.43,0.8571,short,6.52,24.69,37,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,51,4,0.7259017825126648,3.21,0.4286,short,13.16,-0.28,38,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,33,3,0.7253894209861755,6.43,0.8571,short,12.2,53.55,39,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,33,0,0.7247642278671265,6.43,0.8571,short,2.97,9.8,40,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml,55,1,0.7245941162109375,5.36,0.7143,short,7.23,-22.53,41,90
